836,2026-01-01,Prov_Gral,SURCO,ACEITE DE MOTOR 5W30,14,122.87406662869633,1720.2369328017485
837,2026-01-01,Prov_Gral,LA MOLINA,ACEITE DE MOTOR 5W30,35,87.45450496216178,3060.9076736756624
838,2026-01-01,Prov_Gral,SURCO,AMORTIGUADORES DEL.,14,221.16613391906714,3096.32587486694
839,2026-01-01,Prov_Gral,LA MOLINA,AMORTIGUADORES DEL.,35,228.73658367821824,8005.780428737638
840,2026-01-01,Prov_Gral,SURCO,AMORTIGUADORES POST.,14,100.63050928596157,1408.827130003462
841,2026-01-01,Prov_Gral,LA MOLINA,AMORTIGUADORES POST.,35,102.7595708067814,3596.584978237349
842,2026-01-01,Prov_Gral,SURCO,"LLANTAS 18""",14,70.17231755583501,982.4124457816902
843,2026-01-01,Prov_Gral,LA MOLINA,"LLANTAS 18""",35,52.6107412509123,1841.3759437819303
844,2026-01-01,Prov_Gral,SURCO,BATERÍA DE 18 PLACAS,14,88.49746323383482,1238.9644852736874
845,2026-01-01,Prov_Gral,LA MOLINA,BATERÍA DE 18 PLACAS,35,80.0070547680137,2800.2469168804796
846,2026-01-15,Prov_Gral,SURCO,ACEITE DE MOTOR 5W30,14,98.43742515464814,1378.123952165074
847,2026-01-15,Prov_Gral,LA MOLINA,ACEITE DE MOTOR 5W30,22,101.45978639470144,2232.1153006834315
848,2026-01-15,Prov_Gral,SURCO,AMORTIGUADORES DEL.,14,205.43364712083707,2876.071059691719
849,2026-01-15,Prov_Gral,SURCO,AMORTIGUADORES POST.,14,95.08915523281168,1331.2481732593635
850,2026-01-15,Prov_Gral,SURCO,"LLANTAS 18""",14,66.77417775658415,934.8384885921781
