1938,2026-01-02,Cliente 36,LA MOLINA,FILTRO DE COMBUSTIBLE,1,167.134052298094,167.134052298094,Vendedor 5
1939,2026-01-03,Cliente 42,LA MOLINA,ACEITE DE MOTOR 5W30,1,159.1433426440081,159.1433426440081,Vendedor 1
1940,2026-01-03,Cliente 1,LA MOLINA,ACEITE DE MOTOR 5W30,1,141.53107607972524,141.53107607972524,Vendedor 8
1941,2026-01-03,Cliente 3,SURCO,ACEITE DE MOTOR 5W30,1,136.36779070778024,136.36779070778024,Vendedor 9
1942,2026-01-03,Cliente 35,SURCO,ACEITE DE MOTOR 5W30,1,148.6745107019678,148.6745107019678,Vendedor 6
1943,2026-01-03,Cliente 17,SURCO,ACEITE DE MOTOR 5W30,1,160.52526975999342,160.52526975999342,Vendedor 6
1944,2026-01-03,Cliente 21,SURCO,AMORTIGUADORES POST.,1,140.75305782862242,140.75305782862242,Vendedor 10
1945,2026-01-03,Cliente 1,SURCO,AMORTIGUADORES POST.,1,153.84461974267145,153.84461974267145,Vendedor 2
1946,2026-01-03,Cliente 8,LA MOLINA,AMORTIGUADORES POST.,1,142.52302891167213,142.52302891167213,Vendedor 3
1947,2026-01-03,Cliente 27,LA MOLINA,AMORTIGUADORES POST.,1,159.0267485432871,159.0267485432871,Vendedor 8
1948,2026-01-03,Cliente 4,SURCO,AMORTIGUADORES POST.,1,152.50968144377651,152.50968144377651,Vendedor 3
1949,2026-01-03,Cliente 21,SURCO,"LLANTAS 18""",1,112.7717122888311,112.7717122888311,Vendedor 1
1950,2026-01-03,Cliente 13,SURCO,"LLANTAS 18""",1,109.42903853265531,109.42903853265531,Vendedor 4
1951,2026-01-03,Cliente 1,SURCO,"LLANTAS 18""",1,93.82075865322162,93.82075865322162,Vendedor 8
1952,2026-01-03,Nuevo Cliente 50,SURCO,"LLANTAS 18""",1,91.97802629937009,91.97802629937009,Vendedor 6
1953,2026-01-03,Cliente 45,LA MOLINA,"LLANTAS 18""",1,82.45613310746533,82.45613310746533,Vendedor 10
1954,2026-01-03,Cliente 42,SURCO,"LLANTAS 18""",1,78.92856966307266,78.92856966307266,Vendedor 7
1955,2026-01-04,Cliente 19,SURCO,ACEITE DE MOTOR 5W30,1,155.0650618283488,155.0650618283488,Vendedor 7
1956,2026-01-04,Cliente 0,SURCO,ACEITE DE MOTOR 5W30,1,131.78370748546675,131.78370748546675,Vendedor 7
1957,2026-01-04,Cliente 36,LA MOLINA,AMORTIGUADORES DEL.,1,284.3948818099622,284.3948818099622,Vendedor 10
1958,2026-01-04,Cliente 12,SURCO,AMORTIGUADORES DEL.,1,301.1116295726455,301.1116295726455,Vendedor 10
1959,2026-01-04,Cliente 2,SURCO,AMORTIGUADORES DEL.,1,340.78254371700393,340.78254371700393,Vendedor 3
1960,2026-01-04,Cliente 32,SURCO,AMORTIGUADORES DEL.,1,316.6654027746813,316.6654027746813,Vendedor 4
1961,2026-01-04,Cliente 14,LA MOLINA,AMORTIGUADORES DEL.,1,348.3376420623888,348.3376420623888,Vendedor 9
1962,2026-01-04,Cliente 39,LA MOLINA,AMORTIGUADORES POST.,1,160.66542051291205,160.66542051291205,Vendedor 7
1963,2026-01-04,Cliente 34,SURCO,AMORTIGUADORES POST.,1,114.3676666480303,114.3676666480303,Vendedor 10
1964,2026-01-04,Cliente 36,LA MOLINA,AMORTIGUADORES POST.,1,150.6480247228652,150.6480247228652,Vendedor 4
1965,2026-01-04,Cliente 39,SURCO,AMORTIGUADORES POST.,1,136.4845712603879,136.4845712603879,Vendedor 3
1966,2026-01-04,Cliente 17,SURCO,AMORTIGUADORES POST.,1,148.83549331112198,148.83549331112198,Vendedor 6
1967,2026-01-04,Cliente 10,LA MOLINA,"LLANTAS 18""",1,89.85440345723694,89.85440345723694,Vendedor 5
